uid,namedLocation,domainID,siteID,plotID,subplotID,startDate,endDate,flightYear,totalSampledArea,qualifyingVegetationArea,qualifyingVegetationPercent,dataQF,publicationDate,release
2e0f6867-5182-4c1a-b28c-f64d657a3ebd,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,2019-04-19,2019-04-20,2019,400,34,8.5,,20240104T224934Z,RELEASE-2024
e9a556c6-02ba-4d6e-a0a2-1dda5f8168f1,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,31_400,2019-04-19,2019-04-20,2019,400,400,100,,20240104T224934Z,RELEASE-2024
db6df15c-b1fe-40ea-a7d8-8bdcd1a0cdd9,CLBJ_028.basePlot.ltr,D11,CLBJ,CLBJ_028,31_400,2021-06-19,2021-06-25,2021,400,394,98.5,,20240104T224934Z,RELEASE-2024
eda7d4f7-3154-42ae-b5a4-ec4aeac11f36,CLBJ_014.basePlot.ltr,D11,CLBJ,CLBJ_014,31_400,2021-06-19,2021-06-25,2021,400,332,83,,20240104T224934Z,RELEASE-2024
0d8e8994-c8d6-4d65-a80b-9a37871ddb90,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,31_400,2021-06-19,2021-06-25,2021,400,380,95,,20240104T224934Z,RELEASE-2024
4e05f4c8-d20b-4408-b0a7-91d67d319577,CLBJ_004.basePlot.ltr,D11,CLBJ,CLBJ_004,31_400,2021-06-19,2021-06-25,2021,400,141,35.25,,20240104T224934Z,RELEASE-2024
9eda57ec-177c-4f83-91c9-14dcf2be4f42,CLBJ_030.basePlot.ltr,D11,CLBJ,CLBJ_030,31_400,2021-06-19,2021-06-25,2021,400,76,19,,20240104T224934Z,RELEASE-2024
3bc8b3f0-c5bf-4736-9513-a162acf754b6,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,31_400,2021-06-19,2021-06-25,2021,400,128,32,,20240104T224934Z,RELEASE-2024
46292970-9c63-4609-9acb-3963053a6ff8,CLBJ_016.basePlot.ltr,D11,CLBJ,CLBJ_016,31_400,2021-06-19,2021-06-25,2021,400,319,79.75,,20240104T224934Z,RELEASE-2024
acbaa6f7-d617-427e-b78d-8d25547d0923,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,31_400,2021-06-19,2021-06-25,2021,400,399,99.75,,20240104T224934Z,RELEASE-2024
d46a4727-6a34-48d7-9896-013b5a9ef863,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,31_400,2021-06-19,2021-06-25,2021,400,398,99.5,,20240104T224934Z,RELEASE-2024
a602d9b5-a258-42a9-aca6-a716c0b82d0e,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,31_400,2021-06-19,2021-06-25,2021,400,204,51,,20240104T224934Z,RELEASE-2024
3159e61c-0869-471c-ab0a-62553388893c,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,2021-06-19,2021-06-25,2021,400,25,6.25,,20240104T224934Z,RELEASE-2024
4f24b1f7-1f37-48eb-a8d7-3db909f2b350,CLBJ_005.basePlot.ltr,D11,CLBJ,CLBJ_005,31_400,2021-06-19,2021-06-25,2021,400,400,100,,20240104T224934Z,RELEASE-2024
5f29187a-d0c2-4a7f-8e7a-c55bf9c3c08a,CLBJ_015.basePlot.ltr,D11,CLBJ,CLBJ_015,31_400,2021-06-19,2021-06-25,2021,400,336,84,,20240104T224934Z,RELEASE-2024
6157359e-3306-4f19-b04a-81d8460bf1dc,CLBJ_011.basePlot.ltr,D11,CLBJ,CLBJ_011,31_400,2021-06-19,2021-06-25,2021,400,348,87,,20240104T224934Z,RELEASE-2024
7f42157d-fc91-453d-8a1e-b3fc95228b4f,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,31_400,2021-06-19,2021-06-25,2021,400,351,87.75,,20240104T224934Z,RELEASE-2024
4925bbce-5f6e-4121-bbb7-48ced644fdc6,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,31_400,2021-06-19,2021-06-25,2021,400,121,30.25,,20240104T224934Z,RELEASE-2024
1a4041d9-3b95-4e2b-b039-ab37b87815f2,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,31_400,2021-06-19,2021-06-25,2021,400,303,75.75,,20240104T224934Z,RELEASE-2024
5a70b615-e907-4f78-90ff-71204fb22458,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,31_400,2021-06-19,2021-06-25,2021,400,260,65,,20240104T224934Z,RELEASE-2024
8810dcd1-7d31-4e66-8b35-99b3355a5cbf,CLBJ_026.basePlot.ltr,D11,CLBJ,CLBJ_026,31_400,2021-06-19,2021-06-25,2021,400,273,68.25,,20240104T224934Z,RELEASE-2024
997f050b-5310-429a-97a9-1459cd41d71a,CLBJ_013.basePlot.ltr,D11,CLBJ,CLBJ_013,31_400,2021-06-19,2021-06-25,2021,400,0,0,,20240104T224934Z,RELEASE-2024
c728132c-8fad-4719-863f-92384bbe0bdd,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,2021-06-19,2021-06-25,2021,400,25,6.25,,20240104T224934Z,RELEASE-2024
409be4cf-97c3-4bab-8823-aba29619418b,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,31_400,2021-06-19,2021-06-25,2021,400,368,92,,20240104T224934Z,RELEASE-2024
cb7f7311-6545-4e77-a241-e04ddbf030bd,CLBJ_025.basePlot.ltr,D11,CLBJ,CLBJ_025,31_400,2021-06-19,2021-06-25,2021,400,49,12.25,,20240104T224934Z,RELEASE-2024
86451f5d-0389-4772-8f3a-87c999c4f4be,CLBJ_019.basePlot.ltr,D11,CLBJ,CLBJ_019,31_400,2021-06-19,2021-06-25,2021,400,27,6.75,,20240104T224934Z,RELEASE-2024
2ac11967-92f4-4eae-81b9-e6ab70129495,CLBJ_001.basePlot.ltr,D11,CLBJ,CLBJ_001,31_400,2021-06-19,2021-06-25,2021,400,35,8.75,,20240104T224934Z,RELEASE-2024
65423139-4b1d-4220-b00b-162ddf6ae32f,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,31_400,2021-06-19,2021-06-25,2021,400,341,85.25,,20240104T224934Z,RELEASE-2024
7699c2ee-b30c-4471-92d0-75bdc64fb109,CLBJ_020.basePlot.ltr,D11,CLBJ,CLBJ_020,31_400,2021-06-19,2021-06-25,2021,400,0,0,,20240104T224934Z,RELEASE-2024
9e520df7-212a-4af8-803c-b702844980ec,CLBJ_006.basePlot.ltr,D11,CLBJ,CLBJ_006,31_400,2021-06-19,2021-06-25,2021,400,119,29.75,,20240104T224934Z,RELEASE-2024
68a8385c-f61a-4347-833f-83d938a8a53d,CLBJ_027.basePlot.ltr,D11,CLBJ,CLBJ_027,31_400,2021-06-19,2021-06-25,2021,400,400,100,,20240104T224934Z,RELEASE-2024
69ef48d1-f6ff-43e7-86ad-f348d44e6686,CLBJ_018.basePlot.ltr,D11,CLBJ,CLBJ_018,31_400,2021-06-19,2021-06-25,2021,400,183,45.75,,20240104T224934Z,RELEASE-2024
920062e5-6b0e-4c65-ab83-53b2ccfab52e,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,31_400,2021-06-19,2021-06-25,2021,400,400,100,,20240104T224934Z,RELEASE-2024
355c7cb5-35d8-45d4-a0a4-454afe6a988c,CLBJ_015.basePlot.ltr,D11,CLBJ,CLBJ_015,31_400,2022-05-06,2022-05-06,2022,400,340,85,,20240104T224934Z,RELEASE-2024
caa4355d-1bf1-4eef-8649-371f7bf854ba,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,31_400,2022-05-06,2022-05-06,2022,400,120,30,,20240104T224934Z,RELEASE-2024
60aca1d7-28b2-4e00-9971-4714c3df2211,CLBJ_019.basePlot.ltr,D11,CLBJ,CLBJ_019,31_400,2022-05-06,2022-05-06,2022,400,35,8.75,,20240104T224934Z,RELEASE-2024
2c20694a-0cad-4d30-a0b7-9db917591e00,CLBJ_011.basePlot.ltr,D11,CLBJ,CLBJ_011,31_400,2022-05-06,2022-05-06,2022,400,344,86,,20240104T224934Z,RELEASE-2024
0e3e0ad1-6dc0-4249-ae5d-55b5d2b5d24a,CLBJ_026.basePlot.ltr,D11,CLBJ,CLBJ_026,31_400,2022-05-06,2022-05-06,2022,400,274,68.5,,20240104T224934Z,RELEASE-2024
59e5bfca-bbcc-49bf-a71c-3927eb19bf4f,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,2022-05-06,2022-05-06,2022,400,29,7.25,,20240104T224934Z,RELEASE-2024
55a4218b-3d96-429a-99d2-59c0edbb75da,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,31_400,2022-05-06,2022-05-06,2022,400,378,94.5,,20240104T224934Z,RELEASE-2024
f5be79d2-e98b-4171-975e-ea9814d06a69,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,31_400,2022-05-06,2022-05-06,2022,400,400,100,,20240104T224934Z,RELEASE-2024
a2c8689c-9a17-4aac-9d77-125cecce46dc,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,31_400,2022-05-06,2022-05-06,2022,400,397,99.25,,20240104T224934Z,RELEASE-2024
724fcc1d-f35c-45e1-ac2f-19a2fb3f5bbc,CLBJ_020.basePlot.ltr,D11,CLBJ,CLBJ_020,31_400,2022-05-06,2022-05-06,2022,400,0,0,,20240104T224934Z,RELEASE-2024
caa26c71-df0b-4c90-a2ba-4af96f965b80,CLBJ_027.basePlot.ltr,D11,CLBJ,CLBJ_027,31_400,2022-05-06,2022-05-06,2022,400,400,100,,20240104T224934Z,RELEASE-2024
c415215e-cd1a-4258-8667-35b5cdff98d0,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,31_400,2022-05-06,2022-05-06,2022,400,348,87,,20240104T224934Z,RELEASE-2024
74937503-7f17-4df6-80ad-502e431d39a4,CLBJ_006.basePlot.ltr,D11,CLBJ,CLBJ_006,31_400,2022-05-06,2022-05-06,2022,400,132,33,,20240104T224934Z,RELEASE-2024
1b8fc17f-b97b-4e2c-a3ac-ed8a808f630e,CLBJ_018.basePlot.ltr,D11,CLBJ,CLBJ_018,31_400,2022-05-06,2022-05-06,2022,400,189,47.25,,20240104T224934Z,RELEASE-2024
f3d18439-f365-490a-bb51-c8866e98281e,CLBJ_028.basePlot.ltr,D11,CLBJ,CLBJ_028,31_400,2022-05-06,2022-05-06,2022,400,381,95.25,,20240104T224934Z,RELEASE-2024
9a4b0db9-d89b-4aa3-98f4-62e240df618b,CLBJ_030.basePlot.ltr,D11,CLBJ,CLBJ_030,31_400,2022-05-06,2022-05-06,2022,400,90,22.5,,20240104T224934Z,RELEASE-2024
b3c077b6-4e21-44f6-8efd-46dcb9349b6a,CLBJ_016.basePlot.ltr,D11,CLBJ,CLBJ_016,31_400,2022-05-06,2022-05-06,2022,400,325,81.25,,20240104T224934Z,RELEASE-2024
923bdf66-b3d6-4646-aefa-c19f90bb0f78,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,31_400,2022-05-06,2022-05-06,2022,400,361,90.25,,20240104T224934Z,RELEASE-2024
b5730b0b-d809-4dca-8fab-2299b9d88354,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,2022-05-06,2022-05-06,2022,400,29,7.25,,20240104T224934Z,RELEASE-2024
dea4a01f-5b18-4905-99ba-16a6388a84fe,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,31_400,2022-05-06,2022-05-06,2022,400,306,76.5,,20240104T224934Z,RELEASE-2024
cd2e3c43-0918-4e46-8039-48f93d15c9f1,CLBJ_004.basePlot.ltr,D11,CLBJ,CLBJ_004,31_400,2022-05-06,2022-05-06,2022,400,143,35.75,,20240104T224934Z,RELEASE-2024
8741971b-80fe-42a5-aee0-5d0ace691cef,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,31_400,2022-05-06,2022-05-06,2022,400,134,33.5,,20240104T224934Z,RELEASE-2024
ff2e9b07-cb52-4460-a224-8a53787492ad,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,31_400,2022-05-06,2022-05-06,2022,400,400,100,,20240104T224934Z,RELEASE-2024
9ba304da-8385-49f8-a9b4-167213b91e1a,CLBJ_014.basePlot.ltr,D11,CLBJ,CLBJ_014,31_400,2022-05-06,2022-05-06,2022,400,326,81.5,,20240104T224934Z,RELEASE-2024
daf91f7e-6e80-42e8-b2e6-d9e6676a3524,CLBJ_025.basePlot.ltr,D11,CLBJ,CLBJ_025,31_400,2022-05-06,2022-05-06,2022,400,50,12.5,,20240104T224934Z,RELEASE-2024
8e09665e-40da-42b0-9b73-06bbd43b6381,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,31_400,2022-05-06,2022-05-06,2022,400,334,83.5,,20240104T224934Z,RELEASE-2024
b390dcc6-6711-489a-b92b-0c496f4d7ab8,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,31_400,2022-05-06,2022-05-06,2022,400,227,56.75,,20240104T224934Z,RELEASE-2024
6fba767a-cca6-47d8-8990-ca13a6cc4552,CLBJ_001.basePlot.ltr,D11,CLBJ,CLBJ_001,31_400,2022-05-06,2022-05-06,2022,400,33,8.25,,20240104T224934Z,RELEASE-2024
dd71dfe5-1106-4513-8184-c2adaa617f19,CLBJ_005.basePlot.ltr,D11,CLBJ,CLBJ_005,31_400,2022-05-06,2022-05-06,2022,400,398,99.5,,20240104T224934Z,RELEASE-2024
7990924a-1c26-40f5-8593-0169a892ee0d,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,31_400,2022-05-06,2022-05-06,2022,400,253,63.25,,20240104T224934Z,RELEASE-2024
abf14ab5-2636-4a0b-af2a-7246f25f6738,CLBJ_013.basePlot.ltr,D11,CLBJ,CLBJ_013,31_400,2022-05-06,2022-05-06,2022,400,0,0,,20240104T224934Z,RELEASE-2024
cfdd48b0-72b0-4204-89dc-5cddf1b1c115,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,31_400,2023-05-17,2023-05-17,2023,400,373,93.25,,20240104T224934Z,RELEASE-2024
45d2f548-5830-436c-9e30-8b7021bd1924,CLBJ_001.basePlot.ltr,D11,CLBJ,CLBJ_001,31_400,2023-05-17,2023-05-17,2023,400,51,12.75,,20240104T224934Z,RELEASE-2024
e43608e6-fa9c-4d81-a268-e077a1822ff9,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,31_400,2023-05-17,2023-05-17,2023,400,381,95.25,,20240104T224934Z,RELEASE-2024
8ee94718-ac74-454b-8793-255009411842,CLBJ_004.basePlot.ltr,D11,CLBJ,CLBJ_004,31_400,2023-05-17,2023-05-17,2023,400,166,41.5,,20240104T224934Z,RELEASE-2024
4d626f4a-b7f0-4c89-9f08-873f8326c47e,CLBJ_015.basePlot.ltr,D11,CLBJ,CLBJ_015,31_400,2023-05-17,2023-05-17,2023,400,346,86.5,,20240104T224934Z,RELEASE-2024
364bbdd3-cb00-41b0-bdba-a5b403e37319,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,31_400,2023-05-17,2023-05-17,2023,400,313,78.25,,20240104T224934Z,RELEASE-2024
8e74d7d3-edac-4f6a-a163-568f76540983,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,31_400,2023-05-17,2023-05-17,2023,400,399,99.75,,20240104T224934Z,RELEASE-2024
e9db655a-3b90-4640-8fdb-6a2b26530aec,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,31_400,2023-05-17,2023-05-17,2023,400,353,88.25,,20240104T224934Z,RELEASE-2024
eebdde2c-667f-46e7-9400-0077e4034a1c,CLBJ_014.basePlot.ltr,D11,CLBJ,CLBJ_014,31_400,2023-05-17,2023-05-17,2023,400,347,86.75,,20240104T224934Z,RELEASE-2024
9ff8f785-4349-4462-91f6-81fa986fb0d7,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,31_400,2023-05-17,2023-05-17,2023,400,138,34.5,,20240104T224934Z,RELEASE-2024
e78c58fc-527c-4058-88ff-18e0af781534,CLBJ_016.basePlot.ltr,D11,CLBJ,CLBJ_016,31_400,2023-05-17,2023-05-17,2023,400,342,85.5,,20240104T224934Z,RELEASE-2024
74710fc5-eb9a-4a0a-95e9-1e9274106fdc,CLBJ_027.basePlot.ltr,D11,CLBJ,CLBJ_027,31_400,2023-05-17,2023-05-17,2023,400,400,100,,20240104T224934Z,RELEASE-2024
511d96ec-781c-4b2e-bb88-45464cef26d8,CLBJ_011.basePlot.ltr,D11,CLBJ,CLBJ_011,31_400,2023-05-17,2023-05-17,2023,400,349,87.25,,20240104T224934Z,RELEASE-2024
a00d6456-091c-4d75-b3c7-51d73793e0a0,CLBJ_019.basePlot.ltr,D11,CLBJ,CLBJ_019,31_400,2023-05-17,2023-05-17,2023,400,38,9.5,,20240104T224934Z,RELEASE-2024
c06758f8-de27-404c-9b98-e01dd7433e7b,CLBJ_005.basePlot.ltr,D11,CLBJ,CLBJ_005,31_400,2023-05-17,2023-05-17,2023,400,400,100,,20240104T224934Z,RELEASE-2024
8858a4a5-3fac-4dcb-8ed8-dec913e2b06c,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,31_400,2023-05-17,2023-05-17,2023,400,271,67.75,,20240104T224934Z,RELEASE-2024
51d03791-a1f8-484d-bf58-c9d7f3ab1e84,CLBJ_026.basePlot.ltr,D11,CLBJ,CLBJ_026,31_400,2023-05-17,2023-05-17,2023,400,288,72,,20240104T224934Z,RELEASE-2024
da3da7b6-acda-45f9-bf83-b1b1e6872d1b,CLBJ_020.basePlot.ltr,D11,CLBJ,CLBJ_020,31_400,2023-05-17,2023-05-17,2023,400,0,0,,20240104T224934Z,RELEASE-2024
a6da3bd0-36ab-46de-a581-9df0b4a79821,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,31_400,2023-05-17,2023-05-17,2023,400,345,86.25,,20240104T224934Z,RELEASE-2024
59cdb6de-d435-4258-9fec-6d26fb0469e8,CLBJ_025.basePlot.ltr,D11,CLBJ,CLBJ_025,31_400,2023-05-17,2023-05-17,2023,400,70,17.5,,20240104T224934Z,RELEASE-2024
dce38cca-c724-4ad8-9729-60fa68e0862d,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,2023-05-17,2023-05-17,2023,400,45,11.25,,20240104T224934Z,RELEASE-2024
3f60d5da-9731-46e6-a66f-15f54625ac1f,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,31_400,2023-05-17,2023-05-17,2023,400,399,99.75,,20240104T224934Z,RELEASE-2024
b09f0d17-b45b-4116-bf71-9ee1b351f147,CLBJ_024.basePlot.ltr,D11,CLBJ,CLBJ_024,31_400,2023-05-17,2023-05-17,2023,400,45,11.25,,20240104T224934Z,RELEASE-2024
ce7a63f9-2209-4bee-af87-3c97279cf7fb,CLBJ_018.basePlot.ltr,D11,CLBJ,CLBJ_018,31_400,2023-05-17,2023-05-17,2023,400,209,52.25,,20240104T224934Z,RELEASE-2024
78905e5a-4df5-428d-8ddd-91c1d0f54192,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,31_400,2023-05-17,2023-05-17,2023,400,253,63.25,,20240104T224934Z,RELEASE-2024
0cb6db26-ba5f-427c-91ad-c0639586eeb0,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,31_400,2023-05-17,2023-05-17,2023,400,156,39,,20240104T224934Z,RELEASE-2024
59322174-139a-4072-a564-361fe2814eec,CLBJ_013.basePlot.ltr,D11,CLBJ,CLBJ_013,31_400,2023-05-17,2023-05-17,2023,400,0,0,,20240104T224934Z,RELEASE-2024
6e8abbab-4e40-4ee5-86b1-b9ffc14733ac,CLBJ_028.basePlot.ltr,D11,CLBJ,CLBJ_028,31_400,2023-05-17,2023-05-17,2023,400,390,97.5,,20240104T224934Z,RELEASE-2024
44485822-e198-4466-8992-84cafc351fbe,CLBJ_006.basePlot.ltr,D11,CLBJ,CLBJ_006,31_400,2023-05-17,2023-05-17,2023,400,152,38,,20240104T224934Z,RELEASE-2024
a307abf0-e3d2-4bb2-9f49-d29e4dad275d,CLBJ_030.basePlot.ltr,D11,CLBJ,CLBJ_030,31_400,2023-05-17,2023-05-17,2023,400,109,27.25,,20240104T224934Z,RELEASE-2024
39935b74-e1d0-4790-92cc-d3c0eeed05ce,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,31_400,2023-05-17,2023-05-17,2023,400,374,93.5,,20240104T224934Z,RELEASE-2024
d85861db-3e58-4917-a492-35436091513b,SJER_051.basePlot.ltr,D17,SJER,SJER_051,39_400,2013-06-11,2013-06-13,2013,400,180,45,,20240104T225302Z,RELEASE-2024
769aa21d-e031-4af3-a1eb-cee7d83d9d0b,SJER_053.basePlot.ltr,D17,SJER,SJER_053,21_400,2013-06-11,2013-06-13,2013,400,51,12.75,,20240104T225302Z,RELEASE-2024
795e2823-fef4-46d8-9e89-2a157aeeced3,SJER_050.basePlot.ltr,D17,SJER,SJER_050,21_400,2013-06-11,2013-06-13,2013,400,174,43.5,,20240104T225302Z,RELEASE-2024
c5f1ac42-f763-40b9-8df2-90da5fde1509,SJER_055.basePlot.ltr,D17,SJER,SJER_055,39_400,2013-06-11,2013-06-13,2013,400,227,56.75,,20240104T225302Z,RELEASE-2024
1ee5845a-e97c-4f34-9d20-ce010b890b69,SJER_052.basePlot.ltr,D17,SJER,SJER_052,21_400,2013-06-11,2013-06-13,2013,400,17,4.25,,20240104T225302Z,RELEASE-2024
0406dde5-f59b-4220-8842-5fbb53204bc1,SJER_049.basePlot.ltr,D17,SJER,SJER_049,23_400,2013-06-11,2013-06-13,2013,400,185,46.25,,20240104T225302Z,RELEASE-2024
c387faac-a956-4878-8faf-fed5ca462cce,SJER_046.basePlot.ltr,D17,SJER,SJER_046,41_400,2013-06-11,2013-06-13,2013,400,229,57.25,,20240104T225302Z,RELEASE-2024
8a3f4d98-272d-451f-833d-6b090dee4215,SJER_051.basePlot.ltr,D17,SJER,SJER_051,41_400,2013-06-11,2013-06-13,2013,400,24,6,,20240104T225302Z,RELEASE-2024
fd1e7591-48ca-4a90-9763-c6e226441931,SJER_058.basePlot.ltr,D17,SJER,SJER_058,39_400,2013-06-11,2013-06-13,2013,400,131,32.75,,20240104T225302Z,RELEASE-2024
dde3ad68-995c-45a4-a950-2908edb26806,SJER_054.basePlot.ltr,D17,SJER,SJER_054,39_400,2013-06-11,2013-06-13,2013,400,104,26,,20240104T225302Z,RELEASE-2024
ac4c74f9-2253-4968-a784-746fe5ce814e,SJER_062.basePlot.ltr,D17,SJER,SJER_062,21_400,2013-06-11,2013-06-13,2013,400,56,14,,20240104T225302Z,RELEASE-2024
ed0614eb-4c2f-43dc-9f36-649dcd4f1c90,SJER_048.basePlot.ltr,D17,SJER,SJER_048,39_400,2013-06-11,2013-06-13,2013,400,89,22.25,,20240104T225302Z,RELEASE-2024
cb35d36f-9b21-4d54-9646-a0095f80f072,SJER_059.basePlot.ltr,D17,SJER,SJER_059,21_400,2013-06-11,2013-06-13,2013,400,132,33,,20240104T225302Z,RELEASE-2024
3aedbd1f-17a9-407c-adc1-ed9ca555ffaf,SJER_055.basePlot.ltr,D17,SJER,SJER_055,21_400,2013-06-11,2013-06-13,2013,400,177,44.25,,20240104T225302Z,RELEASE-2024
6f297b10-5da4-4c71-9c0b-99bce2781c41,SJER_061.basePlot.ltr,D17,SJER,SJER_061,41_400,2013-06-11,2013-06-13,2013,400,82,20.5,,20240104T225302Z,RELEASE-2024
f2617b50-b1cd-46e6-96fc-d1ec35e45ac8,SJER_064.basePlot.ltr,D17,SJER,SJER_064,39_400,2013-06-11,2013-06-13,2013,400,110,27.5,,20240104T225302Z,RELEASE-2024
6a05fa25-f727-4afa-81b5-6203de11cbb5,SJER_057.basePlot.ltr,D17,SJER,SJER_057,23_400,2013-06-11,2013-06-13,2013,400,117,29.25,,20240104T225302Z,RELEASE-2024
05297e02-1935-48a6-8e0a-a7194c68c382,SJER_052.basePlot.ltr,D17,SJER,SJER_052,23_400,2013-06-11,2013-06-13,2013,400,136,34,,20240104T225302Z,RELEASE-2024
9ef0d3fc-fb42-41d3-86fc-c383083f398a,SJER_058.basePlot.ltr,D17,SJER,SJER_058,41_400,2013-06-11,2013-06-13,2013,400,329,82.25,,20240104T225302Z,RELEASE-2024
3f7121fc-3115-411f-a744-caa5179d6107,SJER_045.basePlot.ltr,D17,SJER,SJER_045,39_400,2013-06-11,2013-06-13,2013,400,64,16,,20240104T225302Z,RELEASE-2024
9a979f9d-e91e-4ecb-8ec4-f4cb354a1598,SJER_063.basePlot.ltr,D17,SJER,SJER_063,41_400,2013-06-11,2013-06-13,2013,400,128,32,,20240104T225302Z,RELEASE-2024
831b3d84-6d72-47ae-82ea-bd3cfae61b7b,SJER_053.basePlot.ltr,D17,SJER,SJER_053,23_400,2013-06-11,2013-06-13,2013,400,273,68.25,,20240104T225302Z,RELEASE-2024
44212239-6313-42f2-8a6c-46600b9d8835,SJER_059.basePlot.ltr,D17,SJER,SJER_059,23_400,2013-06-11,2013-06-13,2013,400,103,25.75,,20240104T225302Z,RELEASE-2024
824dfc7e-f05d-48b7-bc9f-64b2c6e5a511,SJER_056.basePlot.ltr,D17,SJER,SJER_056,39_400,2013-06-11,2013-06-13,2013,400,52,13,,20240104T225302Z,RELEASE-2024
ef38c8e3-90ec-44e9-810e-f227572c2e85,SJER_045.basePlot.ltr,D17,SJER,SJER_045,23_400,2013-06-11,2013-06-13,2013,400,181,45.25,,20240104T225302Z,RELEASE-2024
6ae20876-a0c9-4091-ab20-8e73e7ee072c,SJER_063.basePlot.ltr,D17,SJER,SJER_063,23_400,2013-06-11,2013-06-13,2013,400,115,28.75,,20240104T225302Z,RELEASE-2024
f94befff-c08f-455f-8177-a05ac169b176,SJER_048.basePlot.ltr,D17,SJER,SJER_048,41_400,2013-06-11,2013-06-13,2013,400,94,23.5,,20240104T225302Z,RELEASE-2024
231458e9-9a2d-4da5-9eb0-75c568924a33,SJER_057.basePlot.ltr,D17,SJER,SJER_057,39_400,2013-06-11,2013-06-13,2013,400,184,46,,20240104T225302Z,RELEASE-2024
7e66661c-ed05-408b-9d74-d159fb548b06,SJER_049.basePlot.ltr,D17,SJER,SJER_049,21_400,2013-06-11,2013-06-13,2013,400,69,17.25,,20240104T225302Z,RELEASE-2024
e806decd-4576-43af-b3d4-85227874e284,SJER_056.basePlot.ltr,D17,SJER,SJER_056,23_400,2013-06-11,2013-06-13,2013,400,8,2,,20240104T225302Z,RELEASE-2024
c2d3c3a1-387a-4403-a9f4-17bde6958bc1,SJER_061.basePlot.ltr,D17,SJER,SJER_061,39_400,2013-06-11,2013-06-13,2013,400,18,4.5,,20240104T225302Z,RELEASE-2024
88a9c244-3abe-4882-9402-9ce3cbee4354,SJER_060.basePlot.ltr,D17,SJER,SJER_060,39_400,2013-06-11,2013-06-13,2013,400,63,15.75,,20240104T225302Z,RELEASE-2024
3777e741-1a74-4295-9796-cdcba2cfdc8f,SJER_047.basePlot.ltr,D17,SJER,SJER_047,21_400,2013-06-11,2013-06-13,2013,400,186,46.5,,20240104T225302Z,RELEASE-2024
96f84b83-0c94-4598-8f47-7392c7fa4595,SJER_054.basePlot.ltr,D17,SJER,SJER_054,21_400,2013-06-11,2013-06-13,2013,400,111,27.75,,20240104T225302Z,RELEASE-2024
0b9e6414-3cc9-4141-9c8d-91690075574e,SJER_050.basePlot.ltr,D17,SJER,SJER_050,39_400,2013-06-11,2013-06-13,2013,400,281,70.25,,20240104T225302Z,RELEASE-2024
