uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,eventID,ovenStartDate,ovenEndDate,fieldSampleID,sampleCondition,massSampleID,samplingProtocolVersion,biogeoSample,functionalGroup,dryMass,qaDryMass,remarks,measuredBy,publicationDate,release
5238ee40-909c-4736-9efe-b984cc6cd752,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,CLBJ_022_038,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ022038.20191023,,NEON.LTR.CLBJ022038.20191023.OTH,NEON.DOC.001710vG,N,Other,0,N,,,20240104T224934Z,RELEASE-2024
dbe792d1-b79b-4aa0-be5b-d704837a9aaa,CLBJ_027.basePlot.ltr,D11,CLBJ,CLBJ_027,CLBJ_027_063,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ027063.20191023,,NEON.LTR.CLBJ027063.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
cc93f6aa-4689-49dc-bb71-855866ec4912,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,CLBJ_012_170,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ012170.20191023,,NEON.LTR.CLBJ012170.20191023.OTH,NEON.DOC.001710vG,N,Other,0.19,N,,,20240104T224934Z,RELEASE-2024
aa2c44e2-db1a-4aec-b14d-beb478da2589,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,CLBJ_007_077,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ007077.20191023,,NEON.LTR.CLBJ007077.20191023.WDY,NEON.DOC.001710vG,N,Woody material,0,N,,,20240104T224934Z,RELEASE-2024
1623cf15-b780-4678-888c-a4d9052e28b1,CLBJ_011.basePlot.ltr,D11,CLBJ,CLBJ_011,CLBJ_011_144,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ011144.20191023,,NEON.LTR.CLBJ011144.20191023.LVS,NEON.DOC.001710vG,N,Leaves,0.56,N,,,20240104T224934Z,RELEASE-2024
3cf2d2ab-97c7-4e19-8706-f89ec0433c4c,CLBJ_018.basePlot.ltr,D11,CLBJ,CLBJ_018,CLBJ_018_073,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ018073.20191023,,NEON.LTR.CLBJ018073.20191023.OTH,NEON.DOC.001710vG,N,Other,0,N,,,20240104T224934Z,RELEASE-2024
0e1cb562-617b-49e3-9b50-219c099f637b,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,CLBJ_003_027,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ003027.20191023,,NEON.LTR.CLBJ003027.20191023.NDL,NEON.DOC.001710vG,N,Needles,0,N,,,20240104T224934Z,RELEASE-2024
341fba50-8aa1-417f-921c-51699b68e96f,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,CLBJ_029_190,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ029190.20191023,,NEON.LTR.CLBJ029190.20191023.OTH,NEON.DOC.001710vG,N,Other,0.76,N,,,20240104T224934Z,RELEASE-2024
8f1564bf-743e-477f-8679-7a557b592755,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,CLBJ_022_038,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ022038.20191023,,NEON.LTR.CLBJ022038.20191023.NDL,NEON.DOC.001710vG,N,Needles,0,N,,,20240104T224934Z,RELEASE-2024
d0562d4a-8287-4e55-a3e8-84de400d5fb9,CLBJ_011.basePlot.ltr,D11,CLBJ,CLBJ_011,CLBJ_011_144,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ011144.20191023,,NEON.LTR.CLBJ011144.20191023.FLR,NEON.DOC.001710vG,N,Flowers,0,N,,,20240104T224934Z,RELEASE-2024
bc54d5ba-a739-406f-80ca-28af344abeef,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,CLBJ_008_144,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ008144.20191023,,NEON.LTR.CLBJ008144.20191023.WDY,NEON.DOC.001710vG,N,Woody material,0.05,N,,,20240104T224934Z,RELEASE-2024
cf1425f9-8c0b-46a9-8524-4b7d35f1b69a,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,CLBJ_002_024,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ002024.20191023,,NEON.LTR.CLBJ002024.20191023.LVS,NEON.DOC.001710vG,N,Leaves,6.73,N,,,20240104T224934Z,RELEASE-2024
95f75862-28c3-4950-a936-fd3b0d96e3a3,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,CLBJ_007_077,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ007077.20191023,,NEON.LTR.CLBJ007077.20191023.OTH,NEON.DOC.001710vG,N,Other,1.13,N,,,20240104T224934Z,RELEASE-2024
4e708803-dd00-443b-94b4-6a5f009298f6,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,CLBJ_007_077,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ007077.20191023,,NEON.LTR.CLBJ007077.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
710c1d70-5a39-49bc-8cab-b14a50afc3cc,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,CLBJ_009_048,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ009048.20191023,,NEON.LTR.CLBJ009048.20191023.OTH,NEON.DOC.001710vG,N,Other,0.81,N,,,20240104T224934Z,RELEASE-2024
7949f799-d4fb-437c-8117-227b4d9dee29,CLBJ_025.basePlot.ltr,D11,CLBJ,CLBJ_025,CLBJ_025_174,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ025174.20191023,,NEON.LTR.CLBJ025174.20191023.OTH,NEON.DOC.001710vG,N,Other,0,N,,,20240104T224934Z,RELEASE-2024
513df3f8-6b46-43d0-b74a-3c54a891300b,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,CLBJ_008_144,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ008144.20191023,,NEON.LTR.CLBJ008144.20191023.SDS,NEON.DOC.001710vG,N,Seeds,10.02,N,,,20240104T224934Z,RELEASE-2024
6483aa65-6e48-4771-b801-cc3f339b2719,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,CLBJ_009_048,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ009048.20191023,,NEON.LTR.CLBJ009048.20191023.TWI,NEON.DOC.001710vG,N,Twigs/branches,0,N,,,20240104T224934Z,RELEASE-2024
02aeaa54-b928-4eb2-8f2a-88441265a284,CLBJ_016.basePlot.ltr,D11,CLBJ,CLBJ_016,CLBJ_016_007,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ016007.20191023,,NEON.LTR.CLBJ016007.20191023.WDY,NEON.DOC.001710vG,N,Woody material,0.07,N,,,20240104T224934Z,RELEASE-2024
c234d33c-e486-44b9-b101-f2f0860977ec,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,CLBJ_012_170,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ012170.20191023,,NEON.LTR.CLBJ012170.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
71f76fa6-ace1-402d-bc62-fabaa192dbbc,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,CLBJ_003_027,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ003027.20191023,,NEON.LTR.CLBJ003027.20191023.LVS,NEON.DOC.001710vG,N,Leaves,1.39,N,,,20240104T224934Z,RELEASE-2024
29517957-2a54-4d40-8bd1-585455ceab0b,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,CLBJ_002_024,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ002024.20191023,,NEON.LTR.CLBJ002024.20191023.FLR,NEON.DOC.001710vG,N,Flowers,0.005,N,,,20240104T224934Z,RELEASE-2024
bd8e02c3-e051-4070-975a-1ac72a51e6c6,CLBJ_015.basePlot.ltr,D11,CLBJ,CLBJ_015,CLBJ_015_137,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ015137.20191023,,NEON.LTR.CLBJ015137.20191023.SDS,NEON.DOC.001710vG,N,Seeds,0.81,N,,,20240104T224934Z,RELEASE-2024
f07a3dcb-367c-4e27-9e21-1f6d58c8d407,CLBJ_028.basePlot.ltr,D11,CLBJ,CLBJ_028,CLBJ_028_018,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ028018.20191023,,NEON.LTR.CLBJ028018.20191023.FLR,NEON.DOC.001710vG,N,Flowers,0.005,N,,,20240104T224934Z,RELEASE-2024
a635d9c2-6c02-48fe-92ed-00ac84639bdb,CLBJ_016.basePlot.ltr,D11,CLBJ,CLBJ_016,CLBJ_016_007,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ016007.20191023,,NEON.LTR.CLBJ016007.20191023.NDL,NEON.DOC.001710vG,N,Needles,0,N,,,20240104T224934Z,RELEASE-2024
48cfa6b8-4a99-4497-844b-5076f2a861f8,CLBJ_015.basePlot.ltr,D11,CLBJ,CLBJ_015,CLBJ_015_137,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ015137.20191023,,NEON.LTR.CLBJ015137.20191023.NDL,NEON.DOC.001710vG,N,Needles,0.29,N,,,20240104T224934Z,RELEASE-2024
4e2c9ce9-221b-4ada-99e9-ea827f35d294,CLBJ_009.basePlot.ltr,D11,CLBJ,CLBJ_009,CLBJ_009_048,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ009048.20191023,,NEON.LTR.CLBJ009048.20191023.LVS,NEON.DOC.001710vG,N,Leaves,46.42,N,,,20240104T224934Z,RELEASE-2024
f9964aec-00c1-43ae-a11b-22ff5d571328,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,CLBJ_010_007,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ010007.20191023,,NEON.LTR.CLBJ010007.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
16a850c7-8e9a-4c03-9706-cdab351e4f5e,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,CLBJ_023_015,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ023015.20191023,,NEON.LTR.CLBJ023015.20191023.WDY,NEON.DOC.001710vG,N,Woody material,0,N,,,20240104T224934Z,RELEASE-2024
8ef2c5e4-0856-44e5-aa66-16ced42dc5d0,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,CLBJ_017_195,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ017195.20191023,,NEON.LTR.CLBJ017195.20191023.FLR,NEON.DOC.001710vG,N,Flowers,0,N,,,20240104T224934Z,RELEASE-2024
3d20514b-1e37-452b-a169-7eb9a76f537e,CLBJ_026.basePlot.ltr,D11,CLBJ,CLBJ_026,CLBJ_026_152,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ026152.20191023,,NEON.LTR.CLBJ026152.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
cc87a446-2616-41b8-aa56-2162e37d0143,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,CLBJ_022_038,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ022038.20191023,,NEON.LTR.CLBJ022038.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
99a85946-1c6f-49ed-9898-4692d7060781,CLBJ_021.basePlot.ltr,D11,CLBJ,CLBJ_021,CLBJ_021_073,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ021073.20191023,,NEON.LTR.CLBJ021073.20191023.NDL,NEON.DOC.001710vG,N,Needles,0.005,N,,,20240104T224934Z,RELEASE-2024
6d009464-bb86-4306-b335-898f3feb98a2,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,CLBJ_002_024,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ002024.20191023,,NEON.LTR.CLBJ002024.20191023.NDL,NEON.DOC.001710vG,N,Needles,0,N,,,20240104T224934Z,RELEASE-2024
35cff2ff-5197-4839-868c-8ac941bddfb3,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,CLBJ_003_027,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ003027.20191023,,NEON.LTR.CLBJ003027.20191023.TWI,NEON.DOC.001710vG,N,Twigs/branches,0,N,,,20240104T224934Z,RELEASE-2024
27aecba8-2642-4ba8-8954-84259d9a2a30,CLBJ_003.basePlot.ltr,D11,CLBJ,CLBJ_003,CLBJ_003_027,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ003027.20191023,,NEON.LTR.CLBJ003027.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
421fd82b-5e52-4aa1-b7b8-28cc23df5184,CLBJ_015.basePlot.ltr,D11,CLBJ,CLBJ_015,CLBJ_015_137,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ015137.20191023,,NEON.LTR.CLBJ015137.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0.09,N,,,20240104T224934Z,RELEASE-2024
22d5d405-904e-4e96-8d37-26cfdf5865c0,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,CLBJ_023_015,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ023015.20191023,,NEON.LTR.CLBJ023015.20191023.LVS,NEON.DOC.001710vG,N,Leaves,0.15,N,,,20240104T224934Z,RELEASE-2024
a47d9d8f-49ec-4561-87a7-db4a639af562,CLBJ_007.basePlot.ltr,D11,CLBJ,CLBJ_007,CLBJ_007_077,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ007077.20191023,,NEON.LTR.CLBJ007077.20191023.LVS,NEON.DOC.001710vG,N,Leaves,4.26,N,,,20240104T224934Z,RELEASE-2024
fbb0d2b3-d857-4c53-8d2f-00ec283f180e,CLBJ_005.basePlot.ltr,D11,CLBJ,CLBJ_005,CLBJ_005_029,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ005029.20191023,,NEON.LTR.CLBJ005029.20191023.OTH,NEON.DOC.001710vG,N,Other,0.11,N,,,20240104T224934Z,RELEASE-2024
8d63ebc5-2dc4-46a2-8e13-78b056ddf053,CLBJ_014.basePlot.ltr,D11,CLBJ,CLBJ_014,CLBJ_014_157,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ014157.20191023,,NEON.LTR.CLBJ014157.20191023.SDS,NEON.DOC.001710vG,N,Seeds,0.005,N,,,20240104T224934Z,RELEASE-2024
b3446152-de6c-4286-b7ba-84dfea447d34,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,CLBJ_023_015,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ023015.20191023,,NEON.LTR.CLBJ023015.20191023.OTH,NEON.DOC.001710vG,N,Other,0.005,N,,,20240104T224934Z,RELEASE-2024
da60286c-e77d-489e-a702-fae8617433ba,CLBJ_030.basePlot.ltr,D11,CLBJ,CLBJ_030,CLBJ_030_063,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ030063.20191023,,NEON.LTR.CLBJ030063.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
064c6889-f278-4369-9cd2-7d97f69fdfc8,CLBJ_028.basePlot.ltr,D11,CLBJ,CLBJ_028,CLBJ_028_018,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ028018.20191023,,NEON.LTR.CLBJ028018.20191023.NDL,NEON.DOC.001710vG,N,Needles,0.08,N,,,20240104T224934Z,RELEASE-2024
a435f637-5080-4d86-a288-f8b0ab1d16a7,CLBJ_014.basePlot.ltr,D11,CLBJ,CLBJ_014,CLBJ_014_157,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ014157.20191023,,NEON.LTR.CLBJ014157.20191023.TWI,NEON.DOC.001710vG,N,Twigs/branches,0,N,,,20240104T224934Z,RELEASE-2024
fa9a6ffe-9d40-457a-8aa7-b81a53dc835b,CLBJ_005.basePlot.ltr,D11,CLBJ,CLBJ_005,CLBJ_005_029,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ005029.20191023,,NEON.LTR.CLBJ005029.20191023.TWI,NEON.DOC.001710vG,N,Twigs/branches,0.37,N,,,20240104T224934Z,RELEASE-2024
9364aaf0-e364-432c-a93a-67ad356f4cd5,CLBJ_012.basePlot.ltr,D11,CLBJ,CLBJ_012,CLBJ_012_170,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ012170.20191023,,NEON.LTR.CLBJ012170.20191023.NDL,NEON.DOC.001710vG,N,Needles,0,N,,,20240104T224934Z,RELEASE-2024
dcbbda4b-25c8-43e6-87bc-d44aaf136c53,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,CLBJ_017_195,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ017195.20191023,,NEON.LTR.CLBJ017195.20191023.LVS,NEON.DOC.001710vG,N,Leaves,4.57,N,,,20240104T224934Z,RELEASE-2024
81f3aa92-49a9-461d-a50a-0dcfc8583466,CLBJ_028.basePlot.ltr,D11,CLBJ,CLBJ_028,CLBJ_028_018,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ028018.20191023,,NEON.LTR.CLBJ028018.20191023.SDS,NEON.DOC.001710vG,N,Seeds,13.37,N,,,20240104T224934Z,RELEASE-2024
b014b147-af6b-4000-bf45-db01293826ac,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,CLBJ_010_007,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ010007.20191023,,NEON.LTR.CLBJ010007.20191023.SDS,NEON.DOC.001710vG,N,Seeds,0.005,N,,,20240104T224934Z,RELEASE-2024
198af0fb-7108-4966-b0be-e0283bffbabb,CLBJ_026.basePlot.ltr,D11,CLBJ,CLBJ_026,CLBJ_026_152,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ026152.20191023,,NEON.LTR.CLBJ026152.20191023.FLR,NEON.DOC.001710vG,N,Flowers,0,N,,,20240104T224934Z,RELEASE-2024
b97daf80-5426-40ce-b5b9-c282e5bcb918,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,CLBJ_017_195,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ017195.20191023,,NEON.LTR.CLBJ017195.20191023.NDL,NEON.DOC.001710vG,N,Needles,0,N,,,20240104T224934Z,RELEASE-2024
83a1ab5a-d686-4bce-9e24-7a5412995fa7,CLBJ_016.basePlot.ltr,D11,CLBJ,CLBJ_016,CLBJ_016_007,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ016007.20191023,,NEON.LTR.CLBJ016007.20191023.TWI,NEON.DOC.001710vG,N,Twigs/branches,0.43,N,,,20240104T224934Z,RELEASE-2024
6a5033ad-c409-4bbb-a7e9-7c35f1413b00,CLBJ_002.basePlot.ltr,D11,CLBJ,CLBJ_002,CLBJ_002_024,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ002024.20191023,,NEON.LTR.CLBJ002024.20191023.TWI,NEON.DOC.001710vG,N,Twigs/branches,0.35,N,,,20240104T224934Z,RELEASE-2024
c60c6e40-ce7c-4bdc-9af2-2618bccb839f,CLBJ_022.basePlot.ltr,D11,CLBJ,CLBJ_022,CLBJ_022_038,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ022038.20191023,,NEON.LTR.CLBJ022038.20191023.SDS,NEON.DOC.001710vG,N,Seeds,0,N,,,20240104T224934Z,RELEASE-2024
04bbd93a-693b-44fe-987e-c879439aec44,CLBJ_010.basePlot.ltr,D11,CLBJ,CLBJ_010,CLBJ_010_007,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ010007.20191023,,NEON.LTR.CLBJ010007.20191023.NDL,NEON.DOC.001710vG,N,Needles,0.005,N,,,20240104T224934Z,RELEASE-2024
3d0d0566-abe7-4482-869b-90f0c25af4d8,CLBJ_023.basePlot.ltr,D11,CLBJ,CLBJ_023,CLBJ_023_015,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ023015.20191023,,NEON.LTR.CLBJ023015.20191023.SDS,NEON.DOC.001710vG,N,Seeds,0,N,,,20240104T224934Z,RELEASE-2024
5c41f7e5-1412-488e-86f6-19608c01e7cc,CLBJ_030.basePlot.ltr,D11,CLBJ,CLBJ_030,CLBJ_030_063,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ030063.20191023,,NEON.LTR.CLBJ030063.20191023.SDS,NEON.DOC.001710vG,N,Seeds,0.01,N,,,20240104T224934Z,RELEASE-2024
7cc23398-0fd4-4121-bafe-6d9cbcf91d1f,CLBJ_017.basePlot.ltr,D11,CLBJ,CLBJ_017,CLBJ_017_195,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ017195.20191023,,NEON.LTR.CLBJ017195.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
ee057e84-ed7d-4a62-b64d-1d3cb0c59c33,CLBJ_008.basePlot.ltr,D11,CLBJ,CLBJ_008,CLBJ_008_144,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ008144.20191023,,NEON.LTR.CLBJ008144.20191023.MXT,NEON.DOC.001710vG,N,Mixed,0,N,,,20240104T224934Z,RELEASE-2024
c201996b-51b1-4a6c-b4ee-abaf2a808790,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,CLBJ_029_190,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ029190.20191023,,NEON.LTR.CLBJ029190.20191023.WDY,NEON.DOC.001710vG,N,Woody material,0.005,N,,,20240104T224934Z,RELEASE-2024
0063daed-ba07-457c-bb21-160c98df2232,CLBJ_029.basePlot.ltr,D11,CLBJ,CLBJ_029,CLBJ_029_190,2019-10-29,2019-10-08,2019-10-23,LTR.2019.CLBJ.08,2019-10-24T12:50Z,2019-10-29T18:48Z,NEON.LTR.CLBJ029190.20191023,,NEON.LTR.CLBJ029190.20191023.TWI,NEON.DOC.001710vG,N,Twigs/branches,0.21,N,,,20240104T224934Z,RELEASE-2024
